,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,RBR,Genres,Name,Primary Profession
226,54,2018,Sorry to Bother You,3200000,17493096,18285560,32578656,11.18083,Fantasy,Boots Riley,"soundtrack,actor,director"
226,54,2018,Sorry to Bother You,3200000,17493096,18285560,32578656,11.18083,Sci-Fi,Boots Riley,"soundtrack,actor,director"
227,36,2014,The Skeleton Twins,1000000,5284309,5797192,10081501,11.081501,Comedy,Craig Johnson,"director,writer,assistant_director"
227,36,2014,The Skeleton Twins,1000000,5284309,5797192,10081501,11.081501,Drama,Craig Johnson,"director,writer,assistant_director"
227,36,2014,The Skeleton Twins,1000000,5284309,5797192,10081501,11.081501,Romance,Craig Johnson,"director,writer,assistant_director"
231,43,2011,Weekend,190000,484592,1577585,1872177,10.853563157894737,Drama,Andrew Haigh,"director,producer,writer"
231,43,2011,Weekend,190000,484592,1577585,1872177,10.853563157894737,Romance,Andrew Haigh,"director,producer,writer"
232,43,2011,Weekend,190000,484592,1577585,1872177,10.853563157894737,Drama,Yoshikazu Ishii,"special_effects,director,assistant_director"
232,43,2011,Weekend,190000,484592,1577585,1872177,10.853563157894737,Romance,Yoshikazu Ishii,"special_effects,director,assistant_director"
233,43,2011,Weekend,190000,484592,1577585,1872177,10.853563157894737,Drama,Cezary Pazura,"actor,producer,director"
233,43,2011,Weekend,190000,484592,1577585,1872177,10.853563157894737,Romance,Cezary Pazura,"actor,producer,director"
234,43,2011,Weekend,190000,484592,1577585,1872177,10.853563157894737,Drama,Randal Kamradt,"director,writer,actor"
234,43,2011,Weekend,190000,484592,1577585,1872177,10.853563157894737,Romance,Randal Kamradt,"director,writer,actor"
237,35,2012,October Baby,1000000,5355847,5391992,9747839,10.747839,Drama,Jon Erwin,"director,producer,writer"
238,35,2012,October Baby,1000000,5355847,5391992,9747839,10.747839,Drama,Andrew Erwin,"director,editor,producer"
240,99,2013,Before Midnight,3000000,8110621,23251930,28362551,10.454183666666667,Drama,Richard Linklater,"producer,director,writer"
240,99,2013,Before Midnight,3000000,8110621,23251930,28362551,10.454183666666667,Romance,Richard Linklater,"producer,director,writer"
242,90,2013,The Last Exorcism Part II,4000000,15179303,25448707,36628010,10.1570025,Drama,Ed Gass-Donnelly,"director,editor,writer"
242,90,2013,The Last Exorcism Part II,4000000,15179303,25448707,36628010,10.1570025,Horror,Ed Gass-Donnelly,"director,editor,writer"
242,90,2013,The Last Exorcism Part II,4000000,15179303,25448707,36628010,10.1570025,Thriller,Ed Gass-Donnelly,"director,editor,writer"
245,95,2000,Saving Grace,4000000,12178602,27786849,35965451,9.99136275,Crime,Chris Pickle,"actor,director,writer"
245,95,2000,Saving Grace,4000000,12178602,27786849,35965451,9.99136275,Drama,Chris Pickle,"actor,director,writer"
245,95,2000,Saving Grace,4000000,12178602,27786849,35965451,9.99136275,Horror,Chris Pickle,"actor,director,writer"
246,10,2012,Burn,225000,1109276,1109276,1993552,9.86023111111111,Documentary,Tom Putnam,"producer,writer,director"
247,10,2012,Burn,225000,1109276,1109276,1993552,9.86023111111111,Documentary,Brenna Sanchez,"producer,director,writer"
248,10,2012,Burn,225000,1109276,1109276,1993552,9.86023111111111,Documentary,Giorgio Serafino,director
251,42,2014,The Lunchbox,1700000,4231500,12231500,14763000,9.684117647058823,Drama,Ritesh Batra,"director,writer,producer"
251,42,2014,The Lunchbox,1700000,4231500,12231500,14763000,9.684117647058823,Romance,Ritesh Batra,"director,writer,producer"
252,38,2016,Krisha,30000,144822,144822,259644,9.6548,Drama,Trey Edward Shults,"director,writer,editor"
253,89,2014,A Haunted House 2,4000000,17329487,21206861,34536348,9.634087,Comedy,Michael Tiddes,"director,producer,writer"
253,89,2014,A Haunted House 2,4000000,17329487,21206861,34536348,9.634087,Fantasy,Michael Tiddes,"director,producer,writer"
255,89,2018,Upgrade,3000000,11977130,16553285,25530415,9.510138333333334,Action,Leigh Whannell,"actor,writer,producer"
255,89,2018,Upgrade,3000000,11977130,16553285,25530415,9.510138333333334,Sci-Fi,Leigh Whannell,"actor,writer,producer"
255,89,2018,Upgrade,3000000,11977130,16553285,25530415,9.510138333333334,Thriller,Leigh Whannell,"actor,writer,producer"
256,89,2018,Upgrade,3000000,11977130,16553285,25530415,9.510138333333334,Action,Mike Erickson,"actor,director,producer"
256,89,2018,Upgrade,3000000,11977130,16553285,25530415,9.510138333333334,Sci-Fi,Mike Erickson,"actor,director,producer"
256,89,2018,Upgrade,3000000,11977130,16553285,25530415,9.510138333333334,Thriller,Mike Erickson,"actor,director,producer"
258,98,2018,Forever My Girl,3500000,16376066,16376066,29252132,9.357752,Drama,Bethany Ashton Wolf,"writer,director,actress"
258,98,2018,Forever My Girl,3500000,16376066,16376066,29252132,9.357752,Music,Bethany Ashton Wolf,"writer,director,actress"
258,98,2018,Forever My Girl,3500000,16376066,16376066,29252132,9.357752,Romance,Bethany Ashton Wolf,"writer,director,actress"
266,11,2017,The Florida Project,2000000,5904366,11295324,15199690,8.599845,Drama,Sean Baker,"writer,producer,director"
267,18,2012,Barfi,4600000,2804874,36751984,34956858,8.59931695652174,Comedy,Shekar,"actor,transportation_department,director"
267,18,2012,Barfi,4600000,2804874,36751984,34956858,8.59931695652174,Romance,Shekar,"actor,transportation_department,director"
272,42,2011,Martha Marcy May Marlene,1000000,2981038,5438911,7419949,8.419949,Drama,Sean Durkin,"producer,director,actor"
272,42,2011,Martha Marcy May Marlene,1000000,2981038,5438911,7419949,8.419949,Mystery,Sean Durkin,"producer,director,actor"
272,42,2011,Martha Marcy May Marlene,1000000,2981038,5438911,7419949,8.419949,Thriller,Sean Durkin,"producer,director,actor"
274,37,1999,Beyond the Mat,500000,2047570,2047570,3595140,8.19028,Drama,Van M. Pham,"director,cinematographer,producer"
274,37,1999,Beyond the Mat,500000,2047570,2047570,3595140,8.19028,Sport,Van M. Pham,"director,cinematographer,producer"
278,51,2014,Dear White People,1250000,4404154,5403771,8557925,7.84634,Comedy,Justin Simien,"writer,producer,director"
278,51,2014,Dear White People,1250000,4404154,5403771,8557925,7.84634,Drama,Justin Simien,"writer,producer,director"
278,51,2014,Dear White People,1250000,4404154,5403771,8557925,7.84634,Romance,Justin Simien,"writer,producer,director"
281,37,2011,Margin Call,3400000,5353586,20433227,22386813,7.584356764705882,Drama,J.C. Chandor,"producer,director,writer"
281,37,2011,Margin Call,3400000,5353586,20433227,22386813,7.584356764705882,Thriller,J.C. Chandor,"producer,director,writer"
283,3,2014,Ida,2600000,3827060,15298355,16525415,7.355928846153846,Drama,Pawel Pawlikowski,"director,writer,producer"
285,7,1998,Smoke Signals,2000000,6719300,7756617,12475917,7.2379585,Documentary,Luis Sampieri,"director,writer,producer"
287,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Drama,Joseph Mahon,"director,producer"
287,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Romance,Joseph Mahon,"director,producer"
288,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Drama,Corey Harrell,"writer,director,editor"
288,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Romance,Corey Harrell,"writer,director,editor"
289,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Drama,Tor Iben,"director,writer,cinematographer"
289,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Romance,Tor Iben,"director,writer,cinematographer"
290,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Drama,Remo Camerota,"director,cinematographer,editor"
290,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Romance,Remo Camerota,"director,cinematographer,editor"
291,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Drama,Mehmet Eryilmaz,"director,writer,producer"
291,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Romance,Mehmet Eryilmaz,"director,writer,producer"
292,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Drama,Jamil Hendi,"writer,editor,director"
292,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Romance,Jamil Hendi,"writer,editor,director"
293,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Drama,Katarina Schroeter,"director,actress,producer"
293,2,2008,The Visitor,4000000,9427026,19174817,24601843,7.15046075,Romance,Katarina Schroeter,"director,actress,producer"
295,15,2003,Thirteen,2000000,4601043,9505996,12107039,7.0535195,Drama,Houman Seyyedi,"actor,director,editor"
299,20,2015,We Are Your Friends,2000000,3591417,10153415,11744832,6.872416,Drama,Max Joseph,"writer,director,editor"
299,20,2015,We Are Your Friends,2000000,3591417,10153415,11744832,6.872416,Music,Max Joseph,"writer,director,editor"
299,20,2015,We Are Your Friends,2000000,3591417,10153415,11744832,6.872416,Romance,Max Joseph,"writer,director,editor"
305,5,1996,She's the One,3500000,9482579,13795053,19777632,6.650752,Drama,Mae Czarina Cruz,"director,assistant_director,miscellaneous"
305,5,1996,She's the One,3500000,9482579,13795053,19777632,6.650752,Romance,Mae Czarina Cruz,"director,assistant_director,miscellaneous"
308,41,2014,Obvious Child,1000000,3122616,3324070,5446686,6.446686,Comedy,Gillian Robespierre,"director,writer,producer"
308,41,2014,Obvious Child,1000000,3122616,3324070,5446686,6.446686,Drama,Gillian Robespierre,"director,writer,producer"
308,41,2014,Obvious Child,1000000,3122616,3324070,5446686,6.446686,Romance,Gillian Robespierre,"director,writer,producer"
311,57,2011,Beginners,3200000,5790894,14314407,16905301,6.2829065625,Comedy,Mike Mills,"soundtrack,director,writer"
311,57,2011,Beginners,3200000,5790894,14314407,16905301,6.2829065625,Drama,Mike Mills,"soundtrack,director,writer"
311,57,2011,Beginners,3200000,5790894,14314407,16905301,6.2829065625,Romance,Mike Mills,"soundtrack,director,writer"
315,44,2007,Bella,3300000,8093373,12405473,17198846,6.211771515151515,Drama,Stan Harrington,"actor,producer,writer"
315,44,2007,Bella,3300000,8093373,12405473,17198846,6.211771515151515,Family,Stan Harrington,"actor,producer,writer"
316,68,2012,Sound of My Voice,135000,408015,429448,702463,6.20342962962963,Drama,Zal Batmanglij,"writer,director,producer"
316,68,2012,Sound of My Voice,135000,408015,429448,702463,6.20342962962963,Mystery,Zal Batmanglij,"writer,director,producer"
316,68,2012,Sound of My Voice,135000,408015,429448,702463,6.20342962962963,Sci-Fi,Zal Batmanglij,"writer,director,producer"
318,1,2009,The Collector,3000000,7712114,10473836,15185950,6.061983333333333,Action,James Lee,"director,writer,cinematographer"
318,1,2009,The Collector,3000000,7712114,10473836,15185950,6.061983333333333,Comedy,James Lee,"director,writer,cinematographer"
319,1,2009,The Collector,3000000,7712114,10473836,15185950,6.061983333333333,Action,Cate Celso,"miscellaneous,director,writer"
319,1,2009,The Collector,3000000,7712114,10473836,15185950,6.061983333333333,Comedy,Cate Celso,"miscellaneous,director,writer"
320,17,2010,Inside Job,2000000,4311834,7799257,10111091,6.0555455,Crime,Charles Ferguson,"producer,director,writer"
320,17,2010,Inside Job,2000000,4311834,7799257,10111091,6.0555455,Documentary,Charles Ferguson,"producer,director,writer"
321,9,2014,Meet the Mormons,2000000,6047363,6049171,10096534,6.048267,Documentary,Blair Treu,"director,producer"
322,32,2016,The Lobster,4500000,9196278,18019834,22716112,6.048024888888889,Comedy,Yorgos Lanthimos,"director,writer,producer"
322,32,2016,The Lobster,4500000,9196278,18019834,22716112,6.048024888888889,Drama,Yorgos Lanthimos,"director,writer,producer"
322,32,2016,The Lobster,4500000,9196278,18019834,22716112,6.048024888888889,Romance,Yorgos Lanthimos,"director,writer,producer"
323,96,1999,Trippin',3000000,9017070,9017070,15034140,6.01138,Comedy,Devi Snively,"director,writer,editor"
323,96,1999,Trippin',3000000,9017070,9017070,15034140,6.01138,Horror,Devi Snively,"director,writer,editor"
326,28,1996,Secrets & Lies,4500000,13417292,13417292,22334584,5.963240888888889,Drama,Seung-Yub Lee,"director,writer,producer"
326,28,1996,Secrets & Lies,4500000,13417292,13417292,22334584,5.963240888888889,Romance,Seung-Yub Lee,"director,writer,producer"
329,12,2017,All Saints,2000000,5802208,5941994,9744202,5.872101,Drama,Steve Gomer,"director,producer,miscellaneous"
330,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Crime,Mohammad Bakri,"actor,director,producer"
330,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Thriller,Mohammad Bakri,"actor,director,producer"
331,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Crime,Pini Tavger,"actor,director,writer"
331,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Thriller,Pini Tavger,"actor,director,writer"
332,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Crime,Camille Calvin,"actress,costume_department,director"
332,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Thriller,Camille Calvin,"actress,costume_department,director"
333,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Crime,Mohammad Fuad,director
333,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Thriller,Mohammad Fuad,director
334,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Crime,John Luksetich,"actor,writer,producer"
334,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Thriller,John Luksetich,"actor,writer,producer"
335,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Crime,Tal Haring,"cinematographer,camera_department,director"
335,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Thriller,Tal Haring,"cinematographer,camera_department,director"
336,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Crime,Yona Rozenkier,"actor,writer,director"
336,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Thriller,Yona Rozenkier,"actor,writer,director"
337,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Crime,Phillip Penza,"director,writer,producer"
337,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Thriller,Phillip Penza,"director,writer,producer"
338,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Crime,Maya Sarfaty,"director,writer,actress"
338,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Thriller,Maya Sarfaty,"director,writer,actress"
339,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Crime,Nir Saar,"director,writer"
339,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Thriller,Nir Saar,"director,writer"
340,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Crime,Jeff Scott Taylor,"editor,sound_department,director"
340,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Thriller,Jeff Scott Taylor,"editor,sound_department,director"
341,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Crime,Ahmad Bargouthi,director
341,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Thriller,Ahmad Bargouthi,director
342,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Crime,Etna Özbek,director
342,8,2006,Water,3000000,5529144,11322573,13851717,5.617239,Thriller,Etna Özbek,director
343,22,2013,The Spectacular Now,2500000,6852971,6916951,11269922,5.5079688,Comedy,James Ponsoldt,"director,producer,writer"
343,22,2013,The Spectacular Now,2500000,6852971,6916951,11269922,5.5079688,Drama,James Ponsoldt,"director,producer,writer"
343,22,2013,The Spectacular Now,2500000,6852971,6916951,11269922,5.5079688,Romance,James Ponsoldt,"director,producer,writer"
346,11,2013,ABCD (Any Body Can Dance),1900000,222098,10137234,8459332,5.45228,Drama,Remo D'Souza,"miscellaneous,actor,director"
346,11,2013,ABCD (Any Body Can Dance),1900000,222098,10137234,8459332,5.45228,Music,Remo D'Souza,"miscellaneous,actor,director"
347,98,2016,The Darkness,4000000,10753574,10898293,17651867,5.41296675,Horror,Greg McLean,"writer,producer,director"
347,98,2016,The Darkness,4000000,10753574,10898293,17651867,5.41296675,Thriller,Greg McLean,"writer,producer,director"
348,98,2016,The Darkness,4000000,10753574,10898293,17651867,5.41296675,Horror,Daniel Castro Zimbrón,"director,editor,writer"
348,98,2016,The Darkness,4000000,10753574,10898293,17651867,5.41296675,Thriller,Daniel Castro Zimbrón,"director,editor,writer"
353,14,2013,Frances Ha,3000000,4067398,11262769,12330167,5.110055666666667,Comedy,Noah Baumbach,"writer,director,producer"
353,14,2013,Frances Ha,3000000,4067398,11262769,12330167,5.110055666666667,Drama,Noah Baumbach,"writer,director,producer"
353,14,2013,Frances Ha,3000000,4067398,11262769,12330167,5.110055666666667,Romance,Noah Baumbach,"writer,director,producer"
354,77,2013,The To Do List,1500000,3491669,4128828,6120497,5.0803313333333335,Comedy,Maggie Carey,"writer,director,producer"
354,77,2013,The To Do List,1500000,3491669,4128828,6120497,5.0803313333333335,Romance,Maggie Carey,"writer,director,producer"
356,100,2001,The Wash,4000000,10097096,10097096,16194192,5.048548,Thriller,Seth Harden,"director,cinematographer,miscellaneous"
362,3,2017,Let There Be Light,3000000,7233471,7241309,11474780,4.824926666666666,Documentary,Mila Aung-Thwin,"producer,camera_department,director"
